title,σ SMB,SMB,D,σ D,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,
Inland IPR Location (2),1.1996284493417475,8.70720229562791,20.453769152128363,1.2667376106280872,19.08912714054604,20.84177803150054,21.53836013350804,20.732693364554436,,,21.03223141022128,21.37222380705288,21.20365521571457,20.95992691617959,20.224004111895688,20.16181117863926,20.869360611817832,21.448203079012355,20.91199254455063,19.936007235448592,20.303388864195888,16.592605996081186,19.665942998933893,21.069281995509307,22.173823509218646,18.170959397607575,18.79198324285298,21.558179026368162,21.789150687543,,,
Inland IPR Location (0),1.634857965880552,12.106052626894202,29.19349556905571,2.8600776322518744,27.792952560884917,27.734615666993417,31.914632957347116,33.45583592541316,,,33.12373836805011,31.105448513757693,32.62928523866162,28.841127363955795,27.82934400481937,24.277800800168887,30.771634822785053,28.899219736344044,29.007705108774722,28.01464832518347,28.05575085555783,23.65496331409215,27.960890742734858,31.20026303657008,31.96513818061544,23.727436279062346,26.076153737698995,31.66540097338592,31.746411575424283,,,
""
