,diff,y,x,band,spatial_ref,elevation_rema,geometry,index_icesat2,latitude,longitude,velocity,date,elevation_icesat2,dist
354644,1.2071075439453125,-1860572.281632653,1846209.0136327185,1,0,23.902716,POINT (1846209.0136327185 -1860572.281632653),1110905,-66.2102878580972,135.2217127213568,,2022-01-09,25.10982322692871,19.421162950209965
354645,1.1876354217529297,-1860572.281632653,1846238.4859663192,1,0,23.860243,POINT (1846238.4859663192 -1860572.281632653),1110907,-66.20975561869118,135.2215603093621,,2022-01-09,25.04787826538086,25.768999258873862
354646,1.255563735961914,-1860572.281632653,1846267.95829992,1,0,23.792315,POINT (1846267.95829992 -1860572.281632653),1110907,-66.20975561869118,135.2215603093621,,2022-01-09,25.04787826538086,21.754661886798857
354829,0.5193767547607422,-1860572.281632653,1851661.3953488374,1,0,30.233923,POINT (1851661.3953488374 -1860572.281632653),1047655,-66.1764285703189,135.13730567715805,,2022-01-09,30.753299713134766,23.551468815105768
354830,1.46368408203125,-1860572.281632653,1851690.8676824379,1,0,30.610039,POINT (1851690.8676824379 -1860572.281632653),1047656,-66.17589662693875,135.1371577388684,,2022-01-09,32.07372283935547,18.725009699591034
354831,1.0847129821777344,-1860572.281632653,1851720.3400160386,1,0,30.98901,POINT (1851720.3400160386 -1860572.281632653),1047656,-66.17589662693875,135.1371577388684,,2022-01-09,32.07372283935547,24.700729588047555
355892,1.1989459991455078,-1860602.8204081631,1846238.4859663192,1,0,23.848932,POINT (1846238.4859663192 -1860602.8204081631),1110907,-66.20975561869118,135.2215603093621,,2022-01-09,25.04787826538086,21.650628862835795
355893,1.20123291015625,-1860602.8204081631,1846267.95829992,1,0,23.846645,POINT (1846267.95829992 -1860602.8204081631),1110907,-66.20975561869118,135.2215603093621,,2022-01-09,25.04787826538086,16.6725439319066
355894,1.2701778411865234,-1860602.8204081631,1846297.4306335205,1,0,23.738943,POINT (1846297.4306335205 -1860602.8204081631),1110909,-66.2092379057071,135.22108866497328,,2022-01-09,25.00912094116211,21.243700931717417
355895,1.3014583587646484,-1860602.8204081631,1846326.9029671212,1,0,23.707663,POINT (1846326.9029671212 -1860602.8204081631),1110909,-66.2092379057071,135.22108866497328,,2022-01-09,25.00912094116211,19.92895914089605
356077,1.0165138244628906,-1860602.8204081631,1851690.8676824379,1,0,31.057209,POINT (1851690.8676824379 -1860602.8204081631),1047656,-66.17589662693875,135.1371577388684,,2022-01-09,32.07372283935547,18.15196591938427
356078,0.7202339172363281,-1860602.8204081631,1851720.3400160386,1,0,31.353489,POINT (1851720.3400160386 -1860602.8204081631),1047656,-66.17589662693875,135.1371577388684,,2022-01-09,32.07372283935547,24.26919695149713
356079,1.1183910369873047,-1860602.8204081631,1851749.8123496391,1,0,31.853971,POINT (1851749.8123496391 -1860602.8204081631),1047657,-66.17536452418288,135.1369993015917,,2022-01-09,32.97236251831055,22.706177797856295
357141,1.1324710845947266,-1860633.3591836735,1846297.4306335205,1,0,23.87665,POINT (1846297.4306335205 -1860633.3591836735),1110909,-66.2092379057071,135.22108866497328,,2022-01-09,25.00912094116211,22.512044931542466
357142,1.1046524047851562,-1860633.3591836735,1846326.9029671212,1,0,23.904469,POINT (1846326.9029671212 -1860633.3591836735),1110909,-66.2092379057071,135.22108866497328,,2022-01-09,25.00912094116211,21.27582548722939
357143,1.4028358459472656,-1860633.3591836735,1846356.3753007217,1,0,23.850483,POINT (1846356.3753007217 -1860633.3591836735),1110911,-66.20870563488495,135.2209375085797,,2022-01-09,25.253318786621094,22.133697170306508
357325,1.2137451171875,-1860633.3591836735,1851720.3400160386,1,0,31.758617,POINT (1851720.3400160386 -1860633.3591836735),1047657,-66.17536452418288,135.1369993015917,,2022-01-09,32.97236251831055,29.59378544056826
357326,0.8485183715820312,-1860633.3591836735,1851749.8123496391,1,0,32.123844,POINT (1851749.8123496391 -1860633.3591836735),1047657,-66.17536452418288,135.1369993015917,,2022-01-09,32.97236251831055,7.908006210786355
358390,1.0654926300048828,-1860663.8979591837,1846356.3753007217,1,0,24.187826,POINT (1846356.3753007217 -1860663.8979591837),1110911,-66.20870563488495,135.2209375085797,,2022-01-09,25.253318786621094,9.692108297247504
358391,1.0953140258789062,-1860663.8979591837,1846385.8476343225,1,0,24.158005,POINT (1846385.8476343225 -1860663.8979591837),1110911,-66.20870563488495,135.2209375085797,,2022-01-09,25.253318786621094,26.859202632379777
358574,1.0702667236328125,-1860663.8979591837,1851779.2846832399,1,0,32.761707,POINT (1851779.2846832399 -1860663.8979591837),1047658,-66.17483180678178,135.13686091928824,,2022-01-09,33.831974029541016,16.658487635396895
358575,0.7561264038085938,-1860663.8979591837,1851808.7570168404,1,0,33.075848,POINT (1851808.7570168404 -1860663.8979591837),1047658,-66.17483180678178,135.13686091928824,,2022-01-09,33.831974029541016,12.814324960999638
359638,1.335968017578125,-1860694.4367346938,1846385.8476343225,1,0,24.449127,POINT (1846385.8476343225 -1860694.4367346938),1110913,-66.20815858072875,135.2211073538911,,2022-01-09,25.78509521484375,16.29341753727869
359639,1.317138671875,-1860694.4367346938,1846415.319967923,1,0,24.467957,POINT (1846415.319967923 -1860694.4367346938),1110913,-66.20815858072875,135.2211073538911,,2022-01-09,25.78509521484375,19.551356691300064
359823,0.9724349975585938,-1860694.4367346938,1851838.2293504411,1,0,33.324448,POINT (1851838.2293504411 -1860694.4367346938),1047659,-66.17429949157714,135.1367115166154,,2022-01-09,34.29688262939453,8.907879508133982
359824,0.6912193298339844,-1860694.4367346938,1851867.7016840416,1,0,33.605663,POINT (1851867.7016840416 -1860694.4367346938),1047659,-66.17429949157714,135.1367115166154,,2022-01-09,34.29688262939453,25.432106571506715
360885,1.1423492431640625,-1860724.975510204,1846385.8476343225,1,0,24.642746,POINT (1846385.8476343225 -1860724.975510204),1110913,-66.20815858072875,135.2211073538911,,2022-01-09,25.78509521484375,24.059669042366185
360886,0.9405803680419922,-1860724.975510204,1846415.319967923,1,0,24.844515,POINT (1846415.319967923 -1860724.975510204),1110913,-66.20815858072875,135.2211073538911,,2022-01-09,25.78509521484375,26.375135409217084
360887,1.2396907806396484,-1860724.975510204,1846444.7923015237,1,0,24.929615,POINT (1846444.7923015237 -1860724.975510204),1110915,-66.20762648646107,135.22095670748882,,2022-01-09,26.1693058013916,17.570533542809127
361070,0.8745460510253906,-1860724.975510204,1851838.2293504411,1,0,33.422337,POINT (1851838.2293504411 -1860724.975510204),1047659,-66.17429949157714,135.1367115166154,,2022-01-09,34.29688262939453,23.796964762770155
361071,0.9401779174804688,-1860724.975510204,1851867.7016840416,1,0,33.547333,POINT (1851867.7016840416 -1860724.975510204),1047660,-66.17376428668703,135.1366179826572,,2022-01-09,34.487510681152344,27.19327996818285
361072,0.8870048522949219,-1860724.975510204,1851897.1740176424,1,0,33.600506,POINT (1851897.1740176424 -1860724.975510204),1047660,-66.17376428668703,135.1366179826572,,2022-01-09,34.487510681152344,18.540164096669855
362134,1.0679035186767578,-1860755.5142857144,1846444.7923015237,1,0,25.101402,POINT (1846444.7923015237 -1860755.5142857144),1110915,-66.20762648646107,135.22095670748882,,2022-01-09,26.1693058013916,13.058376266144762
362136,1.224700927734375,-1860755.5142857144,1846503.736968725,1,0,25.306639,POINT (1846503.736968725 -1860755.5142857144),1110917,-66.20710952090731,135.22048554736185,,2022-01-09,26.531339645385742,13.436329823705249
362318,1.0644111633300781,-1860755.5142857144,1851867.7016840416,1,0,33.4231,POINT (1851867.7016840416 -1860755.5142857144),1047660,-66.17376428668703,135.1366179826572,,2022-01-09,34.487510681152344,25.518713151894907
362319,1.0334243774414062,-1860755.5142857144,1851897.1740176424,1,0,33.454086,POINT (1851897.1740176424 -1860755.5142857144),1047660,-66.17376428668703,135.1366179826572,,2022-01-09,34.487510681152344,15.983364171292772
362320,1.0982398986816406,-1860755.5142857144,1851926.6463512431,1,0,33.767796,POINT (1851926.6463512431 -1860755.5142857144),1047661,-66.17323128781804,135.13646957460412,,2022-01-09,34.86603546142578,26.138662094719578
363383,0.9284343719482422,-1860786.0530612245,1846503.736968725,1,0,25.602905,POINT (1846503.736968725 -1860786.0530612245),1110917,-66.20710952090731,135.22048554736185,,2022-01-09,26.531339645385742,17.202959778362548
363567,1.3192596435546875,-1860786.0530612245,1851926.6463512431,1,0,33.546776,POINT (1851926.6463512431 -1860786.0530612245),1047661,-66.17323128781804,135.13646957460412,,2022-01-09,34.86603546142578,11.785577562939364
363568,1.0372848510742188,-1860786.0530612245,1851956.1186848436,1,0,33.82875,POINT (1851956.1186848436 -1860786.0530612245),1047661,-66.17323128781804,135.13646957460412,,2022-01-09,34.86603546142578,20.556122135345614
364631,1.2380695343017578,-1860816.5918367347,1846533.2093023257,1,0,25.767334,POINT (1846533.2093023257 -1860816.5918367347),1110919,-66.20656242311034,135.220655835438,,2022-01-09,27.005403518676758,7.634353533483316
364632,1.1081867218017578,-1860816.5918367347,1846562.6816359262,1,0,25.897217,POINT (1846562.6816359262 -1860816.5918367347),1110919,-66.20656242311034,135.220655835438,,2022-01-09,27.005403518676758,22.1213897944409
364815,2.0782241821289062,-1860816.5918367347,1851956.1186848436,1,0,33.735405,POINT (1851956.1186848436 -1860816.5918367347),1047662,-66.1726980024187,135.1363186406794,,2022-01-09,35.813629150390625,27.995327230631407
364816,1.5297775268554688,-1860816.5918367347,1851985.5910184444,1,0,34.28385,POINT (1851985.5910184444 -1860816.5918367347),1047662,-66.1726980024187,135.1363186406794,,2022-01-09,35.813629150390625,1.8287904754911468
365878,0.9454860687255859,-1860847.1306122448,1846533.2093023257,1,0,26.059917,POINT (1846533.2093023257 -1860847.1306122448),1110919,-66.20656242311034,135.220655835438,,2022-01-09,27.005403518676758,29.697479065487382
365879,1.2561149597167969,-1860847.1306122448,1846562.6816359262,1,0,26.16782,POINT (1846562.6816359262 -1860847.1306122448),1110921,-66.20602913837678,135.22050509909383,,2022-01-09,27.423934936523438,27.039023688775437
365880,1.121053695678711,-1860847.1306122448,1846592.153969527,1,0,26.302881,POINT (1846592.153969527 -1860847.1306122448),1110921,-66.20602913837678,135.22050509909383,,2022-01-09,27.423934936523438,10.125054668173677
366063,1.7607307434082031,-1860847.1306122448,1851985.5910184444,1,0,34.0529,POINT (1851985.5910184444 -1860847.1306122448),1047662,-66.1726980024187,135.1363186406794,,2022-01-09,35.813629150390625,29.525899837345655
366064,1.8275146484375,-1860847.1306122448,1852015.063352045,1,0,34.780426,POINT (1852015.063352045 -1860847.1306122448),1047663,-66.17216773594154,135.13611257644243,,2022-01-09,36.607940673828125,19.213832702487636
366065,0.996734619140625,-1860847.1306122448,1852044.5356856456,1,0,35.611206,POINT (1852044.5356856456 -1860847.1306122448),1047663,-66.17216773594154,135.13611257644243,,2022-01-09,36.607940673828125,13.062522474123034
367127,0.9252643585205078,-1860877.669387755,1846592.153969527,1,0,26.49867,POINT (1846592.153969527 -1860877.669387755),1110921,-66.20602913837678,135.22050509909383,,2022-01-09,27.423934936523438,21.654967123468477
367128,1.1123847961425781,-1860877.669387755,1846621.6263031275,1,0,26.523447,POINT (1846621.6263031275 -1860877.669387755),1110923,-66.2054969780743,135.2203534549651,,2022-01-09,27.635831832885742,21.643993638447267
367129,1.0190238952636719,-1860877.669387755,1846651.0986367282,1,0,26.616808,POINT (1846651.0986367282 -1860877.669387755),1110923,-66.2054969780743,135.2203534549651,,2022-01-09,27.635831832885742,22.82490634456347
367312,1.1178970336914062,-1860877.669387755,1852044.5356856456,1,0,35.490044,POINT (1852044.5356856456 -1860877.669387755),1047663,-66.17216773594154,135.13611257644243,,2022-01-09,36.607940673828125,26.650581343283875
367313,1.4041938781738281,-1860877.669387755,1852074.0080192462,1,0,36.433926,POINT (1852074.0080192462 -1860877.669387755),1047664,-66.17163430571159,135.13602221343473,,2022-01-09,37.83811950683594,16.503607975344377
367314,0.5457801818847656,-1860877.669387755,1852103.480352847,1,0,37.29234,POINT (1852103.480352847 -1860877.669387755),1047664,-66.17163430571159,135.13602221343473,,2022-01-09,37.83811950683594,29.364207404635692
368375,0.996795654296875,-1860908.2081632654,1846621.6263031275,1,0,26.639036,POINT (1846621.6263031275 -1860908.2081632654),1110923,-66.2054969780743,135.2203534549651,,2022-01-09,27.635831832885742,19.620559259901047
368376,0.8342857360839844,-1860908.2081632654,1846651.0986367282,1,0,26.801546,POINT (1846651.0986367282 -1860908.2081632654),1110923,-66.2054969780743,135.2203534549651,,2022-01-09,27.635831832885742,20.916028176693505
368377,1.1144790649414062,-1860908.2081632654,1846680.5709703288,1,0,26.773493,POINT (1846680.5709703288 -1860908.2081632654),1110925,-66.20496456139975,135.22020161107127,,2022-01-09,27.887971878051758,24.1283361523383
368560,1.5826416015625,-1860908.2081632654,1852074.0080192462,1,0,36.255478,POINT (1852074.0080192462 -1860908.2081632654),1047664,-66.17163430571159,135.13602221343473,,2022-01-09,37.83811950683594,15.467656519940158
368561,0.808441162109375,-1860908.2081632654,1852103.480352847,1,0,37.02968,POINT (1852103.480352847 -1860908.2081632654),1047664,-66.17163430571159,135.13602221343473,,2022-01-09,37.83811950683594,28.794721712797614
368562,1.3497314453125,-1860908.2081632654,1852132.9526864474,1,0,37.697166,POINT (1852132.9526864474 -1860908.2081632654),1047665,-66.17110158176827,135.1358740085951,,2022-01-09,39.046897888183594,24.24287406618963
369624,1.181915283203125,-1860938.7469387755,1846680.5709703288,1,0,26.706057,POINT (1846680.5709703288 -1860938.7469387755),1110925,-66.20496456139975,135.22020161107127,,2022-01-09,27.887971878051758,6.921503229813279
369625,1.1134452819824219,-1860938.7469387755,1846710.0433039295,1,0,26.774527,POINT (1846710.0433039295 -1860938.7469387755),1110925,-66.20496456139975,135.22020161107127,,2022-01-09,27.887971878051758,27.927073332923985
369808,2.231800079345703,-1860938.7469387755,1852103.480352847,1,0,36.815098,POINT (1852103.480352847 -1860938.7469387755),1047665,-66.17110158176827,135.1358740085951,,2022-01-09,39.046897888183594,23.787875966310317
369809,1.5994606018066406,-1860938.7469387755,1852132.9526864474,1,0,37.447437,POINT (1852132.9526864474 -1860938.7469387755),1047665,-66.17110158176827,135.1358740085951,,2022-01-09,39.046897888183594,9.976007959941997
370872,1.014638900756836,-1860969.2857142857,1846710.0433039295,1,0,26.812315,POINT (1846710.0433039295 -1860969.2857142857),1110927,-66.20443213825814,135.22005182970068,,2022-01-09,27.826953887939453,20.21706704032215
370873,1.0295562744140625,-1860969.2857142857,1846739.51563753,1,0,26.797398,POINT (1846739.51563753 -1860969.2857142857),1110927,-66.20443213825814,135.22005182970068,,2022-01-09,27.826953887939453,9.322470242594076
371057,1.6543045043945312,-1860969.2857142857,1852162.4250200482,1,0,38.028736,POINT (1852162.4250200482 -1860969.2857142857),1047666,-66.17057215781449,135.13567014035442,,2022-01-09,39.683040618896484,12.779402215157392
371058,1.1122932434082031,-1860969.2857142857,1852191.897353649,1,0,38.570747,POINT (1852191.897353649 -1860969.2857142857),1047666,-66.17057215781449,135.13567014035442,,2022-01-09,39.683040618896484,16.939262321569537
372121,1.0636787414550781,-1860999.8244897958,1846768.9879711308,1,0,26.699224,POINT (1846768.9879711308 -1860999.8244897958),1110929,-66.20390032379149,135.21990166455646,,2022-01-09,27.762903213500977,11.935226975599395
372122,1.2027950286865234,-1860999.8244897958,1846798.4603047315,1,0,26.560108,POINT (1846798.4603047315 -1860999.8244897958),1110929,-66.20390032379149,135.21990166455646,,2022-01-09,27.762903213500977,22.497570617814148
372305,1.784698486328125,-1860999.8244897958,1852191.897353649,1,0,38.315212,POINT (1852191.897353649 -1860999.8244897958),1047667,-66.17003772095936,135.1355870447345,,2022-01-09,40.099910736083984,29.62653964468461
372306,1.4167442321777344,-1860999.8244897958,1852221.3696872494,1,0,38.683167,POINT (1852221.3696872494 -1860999.8244897958),1047667,-66.17003772095936,135.1355870447345,,2022-01-09,40.099910736083984,7.853476493995175
373368,1.1118049621582031,-1861030.363265306,1846768.9879711308,1,0,26.651098,POINT (1846768.9879711308 -1861030.363265306),1110929,-66.20390032379149,135.21990166455646,,2022-01-09,27.762903213500977,23.82135043715423
373370,0.8943805694580078,-1861030.363265306,1846827.932638332,1,0,26.678814,POINT (1846827.932638332 -1861030.363265306),1110931,-66.20336775967135,135.2197505517302,,2022-01-09,27.57319450378418,16.004703956708227
373553,1.7024688720703125,-1861030.363265306,1852221.3696872494,1,0,38.39744,POINT (1852221.3696872494 -1861030.363265306),1047667,-66.17003772095936,135.1355870447345,,2022-01-09,40.099910736083984,22.753572403562828
373554,1.3160133361816406,-1861030.363265306,1852250.8420208502,1,0,39.14943,POINT (1852250.8420208502 -1861030.363265306),1047668,-66.16950540392706,135.13543731444756,,2022-01-09,40.4654426574707,22.81878901427076
373555,0.7688064575195312,-1861030.363265306,1852280.3143544507,1,0,39.696636,POINT (1852280.3143544507 -1861030.363265306),1047668,-66.16950540392706,135.13543731444756,,2022-01-09,40.4654426574707,19.61109383732055
374617,0.99237060546875,-1861060.9020408164,1846827.932638332,1,0,26.580824,POINT (1846827.932638332 -1861060.9020408164),1110931,-66.20336775967135,135.2197505517302,,2022-01-09,27.57319450378418,15.107931409390444
374618,0.9439506530761719,-1861060.9020408164,1846857.4049719328,1,0,26.452652,POINT (1846857.4049719328 -1861060.9020408164),1110933,-66.20283560335258,135.21959957591744,,2022-01-09,27.396602630615234,27.51246272715952
374619,1.0538692474365234,-1861060.9020408164,1846886.8773055333,1,0,26.342733,POINT (1846886.8773055333 -1861060.9020408164),1110933,-66.20283560335258,135.21959957591744,,2022-01-09,27.396602630615234,27.31047913280671
374801,1.9736824035644531,-1861060.9020408164,1852250.8420208502,1,0,38.49176,POINT (1852250.8420208502 -1861060.9020408164),1047668,-66.16950540392706,135.13543731444756,,2022-01-09,40.4654426574707,22.950049360480925
374802,2.1386947631835938,-1861060.9020408164,1852280.3143544507,1,0,38.326748,POINT (1852280.3143544507 -1861060.9020408164),1047668,-66.16950540392706,135.13543731444756,,2022-01-09,40.4654426574707,19.7636695749271
374803,1.0507926940917969,-1861060.9020408164,1852309.7866880514,1,0,39.78992,POINT (1852309.7866880514 -1861060.9020408164),1047669,-66.16897430287094,135.1352441085108,,2022-01-09,40.84071350097656,22.115504423629034
375865,1.2739200592041016,-1861091.4408163265,1846857.4049719328,1,0,26.122683,POINT (1846857.4049719328 -1861091.4408163265),1110933,-66.20283560335258,135.21959957591744,,2022-01-09,27.396602630615234,16.6694112031577
375866,1.140045166015625,-1861091.4408163265,1846886.8773055333,1,0,26.256557,POINT (1846886.8773055333 -1861091.4408163265),1110933,-66.20283560335258,135.21959957591744,,2022-01-09,27.396602630615234,16.333889157518133
376050,1.477996826171875,-1861091.4408163265,1852309.7866880514,1,0,39.362717,POINT (1852309.7866880514 -1861091.4408163265),1047669,-66.16897430287094,135.1352441085108,,2022-01-09,40.84071350097656,11.699675543602623
376051,-0.5667228698730469,-1861091.4408163265,1852339.259021652,1,0,41.407436,POINT (1852339.259021652 -1861091.4408163265),1047669,-66.16897430287094,135.1352441085108,,2022-01-09,40.84071350097656,24.560215519280337
377114,0.9819011688232422,-1861121.9795918367,1846916.349639134,1,0,26.033829,POINT (1846916.349639134 -1861121.9795918367),1110935,-66.20230336148748,135.21944857685605,,2022-01-09,27.015729904174805,3.3564983159736426
377115,1.093698501586914,-1861121.9795918367,1846945.8219727345,1,0,25.922031,POINT (1846945.8219727345 -1861121.9795918367),1110935,-66.20230336148748,135.21944857685605,,2022-01-09,27.015729904174805,26.116019212860316
377298,1.5722885131835938,-1861121.9795918367,1852339.259021652,1,0,39.977337,POINT (1852339.259021652 -1861121.9795918367),1047670,-66.1684398487231,135.1351268410148,,2022-01-09,41.549625396728516,23.89629808692778
377299,0.9708595275878906,-1861121.9795918367,1852368.7313552527,1,0,40.578766,POINT (1852368.7313552527 -1861121.9795918367),1047670,-66.1684398487231,135.1351268410148,,2022-01-09,41.549625396728516,5.667624954345285
378362,1.0001449584960938,-1861152.5183673468,1846945.8219727345,1,0,25.65732,POINT (1846945.8219727345 -1861152.5183673468),1110937,-66.20177088596226,135.2192967326922,,2022-01-09,26.6574649810791,22.539784316828946
378363,1.2112369537353516,-1861152.5183673468,1846975.2943063353,1,0,25.446228,POINT (1846975.2943063353 -1861152.5183673468),1110937,-66.20177088596226,135.2192967326922,,2022-01-09,26.6574649810791,10.986564510856098
378547,1.7080650329589844,-1861152.5183673468,1852398.2036888532,1,0,40.34908,POINT (1852398.2036888532 -1861152.5183673468),1047671,-66.16790694977765,135.13498816403558,,2022-01-09,42.05714416503906,13.849177114861767
378548,-0.047061920166015625,-1861152.5183673468,1852427.676022454,1,0,42.104206,POINT (1852427.676022454 -1861152.5183673468),1047671,-66.16790694977765,135.13498816403558,,2022-01-09,42.05714416503906,18.740644522385985
379610,1.428314208984375,-1861183.0571428572,1846975.2943063353,1,0,25.22915,POINT (1846975.2943063353 -1861183.0571428572),1110937,-66.20177088596226,135.2192967326922,,2022-01-09,26.6574649810791,24.583272066249602
379611,1.0597267150878906,-1861183.0571428572,1847004.7666399358,1,0,25.133633,POINT (1847004.7666399358 -1861183.0571428572),1110939,-66.20123801740749,135.219146190047,,2022-01-09,26.193359375,17.74410916419102
379612,1.079000473022461,-1861183.0571428572,1847034.2389735365,1,0,25.114359,POINT (1847034.2389735365 -1861183.0571428572),1110939,-66.20123801740749,135.219146190047,,2022-01-09,26.193359375,24.64267467129835
379794,1.6132736206054688,-1861183.0571428572,1852398.2036888532,1,0,40.44387,POINT (1852398.2036888532 -1861183.0571428572),1047671,-66.16790694977765,135.13498816403558,,2022-01-09,42.05714416503906,26.561710705103028
379795,1.3488693237304688,-1861183.0571428572,1852427.676022454,1,0,40.708275,POINT (1852427.676022454 -1861183.0571428572),1047671,-66.16790694977765,135.13498816403558,,2022-01-09,42.05714416503906,29.40980322846805
379796,2.8190689086914062,-1861183.0571428572,1852457.1483560547,1,0,39.844334,POINT (1852457.1483560547 -1861183.0571428572),1047672,-66.16737408748723,135.1348382875152,,2022-01-09,42.66340255737305,14.275584683712527
380858,1.2413043975830078,-1861213.5959183674,1847004.7666399358,1,0,24.952055,POINT (1847004.7666399358 -1861213.5959183674),1110939,-66.20123801740749,135.219146190047,,2022-01-09,26.193359375,18.52021575436443
380859,1.3125247955322266,-1861213.5959183674,1847034.2389735365,1,0,24.880835,POINT (1847034.2389735365 -1861213.5959183674),1110939,-66.20123801740749,135.219146190047,,2022-01-09,26.193359375,25.20726872378144
380860,1.0686607360839844,-1861213.5959183674,1847063.7113071373,1,0,24.74991,POINT (1847063.7113071373 -1861213.5959183674),1110941,-66.20070570487073,135.2189954889157,,2022-01-09,25.818571090698242,22.28856549469807
381043,2.3761672973632812,-1861213.5959183674,1852457.1483560547,1,0,40.287235,POINT (1852457.1483560547 -1861213.5959183674),1047672,-66.16737408748723,135.1348382875152,,2022-01-09,42.66340255737305,16.28277782789195
381044,1.8322372436523438,-1861213.5959183674,1852486.6206896552,1,0,41.8525,POINT (1852486.6206896552 -1861213.5959183674),1047673,-66.16684176583121,135.13468994088782,,2022-01-09,43.68473815917969,28.45954288715842
381045,0.8017807006835938,-1861213.5959183674,1852516.093023256,1,0,42.882957,POINT (1852516.093023256 -1861213.5959183674),1047673,-66.16684176583121,135.13468994088782,,2022-01-09,43.68473815917969,24.323861433620884
382106,1.073801040649414,-1861244.1346938775,1847034.2389735365,1,0,24.74477,POINT (1847034.2389735365 -1861244.1346938775),1110941,-66.20070570487073,135.2189954889157,,2022-01-09,25.818571090698242,28.901189587686467
382107,1.1110210418701172,-1861244.1346938775,1847063.7113071373,1,0,24.70755,POINT (1847063.7113071373 -1861244.1346938775),1110941,-66.20070570487073,135.2189954889157,,2022-01-09,25.818571090698242,8.514094973557688
382291,1.7901725769042969,-1861244.1346938775,1852486.6206896552,1,0,41.894566,POINT (1852486.6206896552 -1861244.1346938775),1047673,-66.16684176583121,135.13468994088782,,2022-01-09,43.68473815917969,20.458099375148606
382292,0.7885513305664062,-1861244.1346938775,1852516.093023256,1,0,42.896187,POINT (1852516.093023256 -1861244.1346938775),1047673,-66.16684176583121,135.13468994088782,,2022-01-09,43.68473815917969,14.150564785175034
382293,1.1196327209472656,-1861244.1346938775,1852545.5653568564,1,0,43.47899,POINT (1852545.5653568564 -1861244.1346938775),1047674,-66.16630981677262,135.13454257787535,,2022-01-09,44.5986213684082,29.87628058711111
383355,1.1545562744140625,-1861274.6734693877,1847093.1836407378,1,0,24.674503,POINT (1847093.1836407378 -1861274.6734693877),1110943,-66.20017064790073,135.2188999979527,,2022-01-09,25.829059600830078,14.572327048857936
383356,1.2540569305419922,-1861274.6734693877,1847122.6559743385,1,0,24.575003,POINT (1847122.6559743385 -1861274.6734693877),1110943,-66.20017064790073,135.2188999979527,,2022-01-09,25.829059600830078,14.979847273898413
383540,1.205047607421875,-1861274.6734693877,1852545.5653568564,1,0,43.393574,POINT (1852545.5653568564 -1861274.6734693877),1047674,-66.16630981677262,135.13454257787535,,2022-01-09,44.5986213684082,6.951721490075304
383541,0.7370414733886719,-1861274.6734693877,1852575.0376904572,1,0,43.86158,POINT (1852575.0376904572 -1861274.6734693877),1047674,-66.16630981677262,135.13454257787535,,2022-01-09,44.5986213684082,22.71887639764406
384604,1.3394508361816406,-1861305.2122448978,1847152.128307939,1,0,24.622616,POINT (1847152.128307939 -1861305.2122448978),1110945,-66.19963812685253,135.21874870440422,,2022-01-09,25.962066650390625,9.003855025241863
384605,1.4223251342773438,-1861305.2122448978,1847181.6006415398,1,0,24.539742,POINT (1847181.6006415398 -1861305.2122448978),1110945,-66.19963812685253,135.21874870440422,,2022-01-09,25.962066650390625,27.802965001321923
384788,1.5149574279785156,-1861305.2122448978,1852575.0376904572,1,0,43.71817,POINT (1852575.0376904572 -1861305.2122448978),1047675,-66.16577760916557,135.13439285268132,,2022-01-09,45.23312759399414,25.42645891439375
384789,1.1901741027832031,-1861305.2122448978,1852604.5100240577,1,0,44.042953,POINT (1852604.5100240577 -1861305.2122448978),1047675,-66.16577760916557,135.13439285268132,,2022-01-09,45.23312759399414,7.579361945011099
385851,1.1877498626708984,-1861335.7510204082,1847152.128307939,1,0,24.774317,POINT (1847152.128307939 -1861335.7510204082),1110945,-66.19963812685253,135.21874870440422,,2022-01-09,25.962066650390625,22.251314749462384
385852,1.2032051086425781,-1861335.7510204082,1847181.6006415398,1,0,24.856234,POINT (1847181.6006415398 -1861335.7510204082),1110947,-66.19910896887419,135.2185420639015,,2022-01-09,26.059438705444336,26.386423368413336
385853,1.21124267578125,-1861335.7510204082,1847211.0729751403,1,0,24.848196,POINT (1847211.0729751403 -1861335.7510204082),1110947,-66.19910896887419,135.2185420639015,,2022-01-09,26.059438705444336,15.512944268250271
386036,1.222015380859375,-1861335.7510204082,1852604.5100240577,1,0,44.011112,POINT (1852604.5100240577 -1861335.7510204082),1047675,-66.16577760916557,135.13439285268132,,2022-01-09,45.23312759399414,25.07920972270199
386037,1.0322685241699219,-1861335.7510204082,1852633.9823576584,1,0,44.338108,POINT (1852633.9823576584 -1861335.7510204082),1047676,-66.16524527759607,135.1342434151232,,2022-01-09,45.37037658691406,18.72288430391236
386038,0.8423690795898438,-1861335.7510204082,1852663.4546912592,1,0,44.528008,POINT (1852663.4546912592 -1861335.7510204082),1047676,-66.16524527759607,135.1342434151232,,2022-01-09,45.37037658691406,21.018939470278838
387099,1.1897525787353516,-1861366.2897959184,1847181.6006415398,1,0,24.869686,POINT (1847181.6006415398 -1861366.2897959184),1110947,-66.19910896887419,135.2185420639015,,2022-01-09,26.059438705444336,27.99161151604281
387100,1.3280525207519531,-1861366.2897959184,1847211.0729751403,1,0,24.731386,POINT (1847211.0729751403 -1861366.2897959184),1110947,-66.19910896887419,135.2185420639015,,2022-01-09,26.059438705444336,18.109070019129916
